ID,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm,Prob_del
8331961,377.0,143.0,25.0,0.0,44.0,1.0,1.0,0.0,0.26650837205838895
8332434,165.0,165.0,63.0,0.0,114.0,4.0,30.0,0.0,0.266729888611071
8331363,300.0,242.0,14.0,0.0,63.0,2.0,90.0,0.0,0.26683474523014816
8330867,312.0,110.0,36.0,0.0,76.0,3.0,1.0,0.0,0.26685188809198546
8325462,223.0,219.0,68.0,0.0,68.0,0.0,1.0,0.0,0.2668561218592217
8331736,310.0,225.0,109.0,1.0,109.0,0.0,1.0,0.0,0.2669368592053436
8328447,303.0,169.0,89.0,1.0,109.0,4.0,1.0,0.0,0.2670244865635113
8322097,375.0,148.0,,0.0,,,1.0,0.0,0.26713507505654266
8331198,297.0,,,0.0,,,,0.0,0.2671620749122291
8325916,273.0,129.0,115.0,0.0,115.0,1.0,90.0,0.0,0.26720783568545103
8324486,240.0,105.0,,0.0,,,1.0,0.0,0.2674010826529189
8330917,250.0,103.0,103.0,0.0,103.0,1.0,1.0,0.0,0.26772851277560705
8322074,378.0,,,0.0,,,,0.0,0.26783485693768583
8325253,320.0,329.0,111.0,0.0,111.0,1.0,400.0,0.0,0.26788608938180797
8325088,240.0,124.0,72.0,0.0,100.0,2.0,1.0,0.0,0.26792244835898005
8324566,290.0,160.0,68.0,0.0,68.0,0.0,1.0,0.0,0.26813131349834385
8327408,262.0,106.0,106.0,0.0,106.0,0.0,1.0,0.0,0.26814112135311896
8330389,292.0,119.0,87.0,0.0,87.0,0.0,1.0,0.0,0.268417970135141
8323143,279.0,101.0,101.0,0.0,101.0,0.0,1.0,0.0,0.26849264174986576
8325757,255.0,114.0,104.0,0.0,104.0,0.0,1.0,0.0,0.26857951113487083
8321731,193.0,155.0,75.0,0.0,101.0,2.0,1.0,0.0,0.2686880752836431
8322300,378.0,113.0,21.0,0.0,48.0,2.0,1.0,0.0,0.26879761903533284
8324652,332.0,299.0,89.0,0.0,129.0,2.0,400.0,0.0,0.26883554578907554
8331314,302.0,131.0,7.0,0.0,64.0,4.0,1.0,0.0,0.26890908339904945
8322675,161.0,132.0,132.0,0.0,132.0,0.0,1.0,0.0,0.26896502715455034
8324629,270.0,153.0,39.0,0.0,96.0,1.0,1.0,0.0,0.2689909483434866
8326942,242.0,251.0,40.0,0.0,40.0,0.0,1.0,0.0,0.26922068454824727
8321695,242.0,178.0,,0.0,,,1.0,0.0,0.2692666557163027
8329153,315.0,286.0,7.0,1.0,20.0,8.0,60.0,0.0,0.2692738536881065
8327159,227.0,173.0,,0.0,,,1.0,0.0,0.26934207725041914
8322215,305.0,304.0,,1.0,,,1.0,0.0,0.26945080245434105
8325243,298.0,118.0,,0.0,,,1.0,0.0,0.2695480083058052
8329482,290.0,190.0,,0.0,,,1.0,0.0,0.2695655436516451
8331710,,144.0,20.0,0.0,85.0,3.0,90.0,,0.27022053753896336
8322051,342.0,31.0,,0.0,,,30.0,0.0,0.27024430218963275
8325522,351.0,191.0,14.0,0.0,14.0,1.0,1.0,0.0,0.27028291607211086
8327786,291.0,281.0,141.0,0.0,141.0,1.0,400.0,0.0,0.27075045745559273
8330084,296.0,198.0,86.0,0.0,86.0,0.0,120.0,0.0,0.2707793958832765
8326431,309.0,90.0,90.0,0.0,90.0,0.0,1.0,0.0,0.2708304946959728
8325779,241.0,,,0.0,,,1.0,0.0,0.2708618357463949
8324071,316.0,116.0,62.0,0.0,66.0,1.0,1.0,0.0,0.27093051303885235
8322915,246.0,116.0,,0.0,,,1.0,0.0,0.27096961076990694
8324152,348.0,128.0,,0.0,,,30.0,0.0,0.2711274562246636
8327958,206.0,210.0,71.0,0.0,71.0,0.0,1.0,0.0,0.2712107190220455
8325595,237.0,106.0,,0.0,,,1.0,0.0,0.2714907662887
8325104,297.0,,,0.0,,,,0.0,0.2714944644882065
8325269,335.0,224.0,,1.0,,,1.0,0.0,0.2715306802598
8324602,350.0,,,,,,,0.0,0.27161634433838167
8323901,302.0,,,1.0,,,,0.0,0.2719407581575966
8325720,287.0,140.0,,0.0,,,1.0,0.0,0.27204178971050325
8324916,222.0,204.0,,0.0,,,1.0,0.0,0.2724798318968473
8330885,334.0,99.0,,0.0,,,1.0,0.0,0.2726403668497637
8329539,331.0,113.0,66.0,0.0,66.0,0.0,1.0,0.0,0.2728265987261574
8323953,329.0,152.0,104.0,1.0,128.0,1.0,1.0,0.0,0.27295569913877915
8322322,307.0,174.0,38.0,0.0,52.0,0.0,1.0,0.0,0.27297424022870376
8324507,281.0,88.0,88.0,0.0,88.0,1.0,1.0,0.0,0.27301686677081105
8325179,291.0,181.0,24.0,0.0,51.0,1.0,1.0,0.0,0.27312951022453574
8332728,318.0,251.0,40.0,1.0,81.0,2.0,1.0,0.0,0.27328103082849203
8323915,379.0,212.0,17.0,0.0,44.0,1.0,120.0,0.0,0.2734723216753418
8322884,292.0,,,0.0,,,,0.0,0.27363480231747844
8332059,292.0,246.0,73.0,1.0,136.0,1.0,60.0,0.0,0.2737273642140038
8326172,347.0,227.0,80.0,1.0,80.0,0.0,1.0,0.0,0.27389268323005156
8330268,193.0,93.0,,0.0,,,30.0,0.0,0.27416689469776645
8327325,355.0,116.0,50.0,1.0,71.0,7.0,1.0,0.0,0.27426316353289837
8327798,246.0,133.0,51.0,0.0,83.0,2.0,1.0,0.0,0.2743237216252261
8324883,383.0,190.0,92.0,0.0,132.0,4.0,400.0,0.0,0.2743869807492258
8331136,338.0,101.0,45.0,0.0,67.0,1.0,1.0,0.0,0.27440186228082114
8327096,340.0,85.0,73.0,0.0,73.0,0.0,1.0,0.0,0.27457566943448214
8323688,227.0,149.0,,1.0,,,1.0,0.0,0.2747245312601354
8323874,259.0,,,0.0,,,,0.0,0.27479615723052114
8332512,234.0,153.0,81.0,0.0,81.0,0.0,1.0,0.0,0.274963698775476
8326173,293.0,166.0,30.0,0.0,71.0,0.0,1.0,0.0,0.2750777248063329
8327064,374.0,323.0,,0.0,,,400.0,0.0,0.27516433483564806
8328761,321.0,175.0,6.0,0.0,23.0,2.0,1.0,0.0,0.275216042581153
8322985,145.0,143.0,111.0,0.0,111.0,1.0,1.0,0.0,0.2752527275249505
8329683,301.0,307.0,,0.0,,,400.0,0.0,0.27544994736267653
8328671,374.0,163.0,157.0,0.0,157.0,1.0,400.0,0.0,0.27569114852078175
8325417,242.0,,,,,,,0.0,0.2757054811921215
8322187,115.0,290.0,,0.0,,,1.0,0.0,0.2758031414398769
8329280,280.0,213.0,31.0,0.0,31.0,0.0,1.0,0.0,0.27591976683403613
8323397,205.0,143.0,,0.0,,,1.0,0.0,0.2759277482112946
8326538,281.0,91.0,91.0,0.0,91.0,0.0,1.0,0.0,0.27599727714544053
8321980,283.0,90.0,,0.0,,,1.0,0.0,0.27606423511419115
8327359,311.0,90.0,90.0,0.0,90.0,0.0,30.0,0.0,0.27614105266270494
8330288,272.0,236.0,,0.0,,,1.0,0.0,0.2761484342150478
8322687,173.0,,,0.0,,,,0.0,0.27644966625563605
8326936,314.0,112.0,,0.0,,,1.0,0.0,0.2764826977370722
8323190,316.0,184.0,7.0,0.0,12.0,2.0,1.0,0.0,0.2766019967586037
8322765,298.0,177.0,6.0,0.0,14.0,3.0,1.0,0.0,0.2766495221880121
8332106,316.0,150.0,,0.0,,,1.0,0.0,0.2767347226717756
8329878,125.0,125.0,125.0,0.0,125.0,1.0,1.0,0.0,0.27682808754226385
8325509,341.0,312.0,3.0,1.0,27.0,3.0,30.0,0.0,0.27690875972748863
8325433,354.0,,,0.0,,,1.0,0.0,0.27729431473156646
8332747,352.0,88.0,29.0,0.0,53.0,2.0,1.0,0.0,0.2774740325696192
8321611,298.0,152.0,42.0,0.0,60.0,0.0,1.0,0.0,0.27751269135802803
8327817,195.0,106.0,,0.0,,,1.0,0.0,0.2777746696893596
8328867,264.0,134.0,73.0,0.0,73.0,0.0,1.0,0.0,0.27785696393683534
8328424,285.0,177.0,22.0,0.0,64.0,0.0,1.0,0.0,0.2778825171003224
8332713,165.0,,,0.0,,,,0.0,0.278857478173395
8323052,286.0,86.0,86.0,0.0,86.0,0.0,1.0,0.0,0.2789347667252763
8330294,174.0,167.0,,0.0,,,1.0,0.0,0.27900009967351513
8323308,382.0,161.0,1.0,0.0,46.0,3.0,120.0,0.0,0.2792794886965572
8323824,273.0,90.0,88.0,0.0,89.0,0.0,1.0,0.0,0.2793219423681375
8323408,293.0,95.0,78.0,0.0,78.0,0.0,1.0,0.0,0.2793269040086922
8332382,314.0,86.0,74.0,0.0,74.0,0.0,1.0,0.0,0.2793547287726785
8332775,378.0,102.0,41.0,0.0,41.0,1.0,30.0,0.0,0.2794217966963723
8323148,147.0,103.0,,0.0,,,1.0,0.0,0.2794738387862301
8327582,235.0,139.0,79.0,0.0,79.0,0.0,1.0,0.0,0.2795448980837369
8330718,216.0,144.0,55.0,0.0,92.0,1.0,1.0,0.0,0.27974650111594584
8324758,205.0,124.0,98.0,0.0,98.0,0.0,1.0,0.0,0.2797956376057097
8331807,237.0,108.0,93.0,0.0,93.0,0.0,1.0,0.0,0.27985916362919566
8322363,273.0,83.0,,0.0,,,1.0,0.0,0.2798635445208772
8326407,350.0,79.0,56.0,0.0,68.0,0.0,1.0,0.0,0.27988925467368264
8328026,211.0,217.0,27.0,0.0,72.0,1.0,30.0,0.0,0.2800330576444508
8327751,221.0,92.0,,0.0,,,1.0,0.0,0.28011393067342677
8324658,227.0,153.0,11.0,0.0,44.0,9.0,120.0,0.0,0.28015992835279985
8326625,256.0,164.0,,1.0,,,1.0,0.0,0.2802833342008935
8332354,324.0,,,0.0,,,,0.0,0.28050760337855574
8327933,196.0,190.0,43.0,0.0,71.0,1.0,1.0,0.0,0.28067862527543436
8330170,349.0,42.0,,0.0,,,1.0,0.0,0.2807731478534646
8331369,155.0,118.0,,0.0,,,1.0,0.0,0.28103873021233583
8328364,205.0,116.0,84.0,0.0,94.0,1.0,1.0,0.0,0.2813286729517488
8323906,158.0,56.0,,0.0,,,1.0,0.0,0.281361989497621
8331968,220.0,142.0,70.0,0.0,70.0,1.0,1.0,0.0,0.2814007668971011
8324707,136.0,125.0,122.0,0.0,122.0,0.0,1.0,0.0,0.28149796728415233
8332087,281.0,84.0,84.0,0.0,84.0,0.0,1.0,0.0,0.2816305556051284
8323187,238.0,94.0,83.0,0.0,89.0,1.0,1.0,0.0,0.2817147722242638
8328946,206.0,116.0,98.0,0.0,98.0,0.0,1.0,0.0,0.28172367936009696
8321643,220.0,126.0,,0.0,,,1.0,0.0,0.28180322567300287
8328825,274.0,240.0,88.0,1.0,88.0,0.0,1.0,0.0,0.2818357585650731
8324624,318.0,129.0,110.0,1.0,120.0,1.0,1.0,0.0,0.28201167184933745
8322304,292.0,,,0.0,,,1.0,0.0,0.28204135329460933
8322674,204.0,190.0,52.0,0.0,70.0,0.0,1.0,0.0,0.2822610552489916
8331441,144.0,133.0,93.0,0.0,113.0,1.0,1.0,0.0,0.2823894778126426
8325729,378.0,207.0,20.0,1.0,86.0,3.0,60.0,0.0,0.2824326654229735
8323252,315.0,380.0,,0.0,,,400.0,0.0,0.28273091286463925
8323518,273.0,149.0,8.0,0.0,57.0,2.0,1.0,0.0,0.2827410463490506
8329630,178.0,169.0,,0.0,,,1.0,0.0,0.2828734470102418
8328975,346.0,120.0,117.0,1.0,119.0,2.0,60.0,0.0,0.2831833115825728
8326011,323.0,78.0,78.0,0.0,78.0,0.0,30.0,0.0,0.28322531759548536
8332290,234.0,124.0,36.0,0.0,64.0,4.0,30.0,0.0,0.2834248587013446
8324422,284.0,144.0,,0.0,,,120.0,0.0,0.28348185534411163
8326675,200.0,114.0,,0.0,,,30.0,0.0,0.2836775404364387
8327187,214.0,203.0,28.0,0.0,47.0,1.0,1.0,0.0,0.28386398845478544
8323274,351.0,,,0.0,,,,0.0,0.2840178437050575
8324193,353.0,102.0,7.0,0.0,55.0,1.0,1.0,0.0,0.2842934095556599
8322082,252.0,94.0,,0.0,,,1.0,0.0,0.28434806724290496
8332186,202.0,189.0,97.0,1.0,117.0,3.0,1.0,0.0,0.28445024580581435
8329545,380.0,54.0,54.0,0.0,54.0,0.0,1.0,0.0,0.28446317915299424
8331147,352.0,142.0,2.0,1.0,57.0,7.0,1.0,0.0,0.2845697882687584
8325693,383.0,58.0,48.0,0.0,53.0,0.0,1.0,0.0,0.28462068430904885
8323159,138.0,129.0,85.0,0.0,101.0,2.0,1.0,0.0,0.2847394247738856
8329741,39.0,,,0.0,,,,0.0,0.28480111385768714
8322966,237.0,162.0,8.0,0.0,85.0,1.0,1.0,0.0,0.2848754400191481
8329305,288.0,102.0,,0.0,,,1.0,0.0,0.2851908287144015
8323778,316.0,317.0,16.0,0.0,115.0,3.0,400.0,0.0,0.28523452795103815
8329984,291.0,136.0,10.0,0.0,44.0,2.0,1.0,0.0,0.2853572704384341
8326663,257.0,79.0,79.0,0.0,79.0,1.0,1.0,0.0,0.28544210106178686
8327264,296.0,,,,,,,0.0,0.2854677974394056
8332048,170.0,147.0,90.0,0.0,90.0,0.0,1.0,0.0,0.28555030013040783
8327130,243.0,95.0,84.0,0.0,89.0,0.0,1.0,0.0,0.2855674046696377
8328627,320.0,95.0,39.0,0.0,52.0,1.0,1.0,0.0,0.28558066606435834
8331751,347.0,95.0,8.0,0.0,42.0,3.0,30.0,0.0,0.2856944656349689
8326723,211.0,,,,,,,0.0,0.28578084792937175
8326814,395.0,89.0,,0.0,,,90.0,0.0,0.2857964635430981
8322516,248.0,82.0,,0.0,,,1.0,0.0,0.2858531078032773
8327676,296.0,68.0,68.0,0.0,68.0,1.0,1.0,0.0,0.28589598001667255
8324745,255.0,142.0,21.0,0.0,75.0,2.0,30.0,0.0,0.28598358727535567
8323043,342.0,129.0,37.0,0.0,87.0,0.0,90.0,0.0,0.28604288928141103
8328952,147.0,,,0.0,,,,0.0,0.2860628622887763
8321855,353.0,126.0,26.0,0.0,26.0,0.0,1.0,0.0,0.28614696307122917
8326164,347.0,371.0,44.0,0.0,66.0,0.0,400.0,0.0,0.2862678623632727
8329787,348.0,,,,,,,0.0,0.2864526271860265
8328888,286.0,279.0,134.0,2.0,134.0,0.0,1.0,0.0,0.28664091188080987
8330391,293.0,286.0,108.0,0.0,108.0,1.0,400.0,0.0,0.28672794254898715
8324150,203.0,190.0,42.0,0.0,44.0,1.0,1.0,0.0,0.2868309742943566
8330157,278.0,226.0,,1.0,,,1.0,0.0,0.2869592838352858
8329528,245.0,108.0,54.0,0.0,79.0,1.0,1.0,0.0,0.2869714994961358
8332579,,,,0.0,,,,,0.28706498863665514
8322247,122.0,,,0.0,,,,0.0,0.2872051893818517
8331469,380.0,139.0,,0.0,,,1.0,0.0,0.28736918049009647
8325059,175.0,149.0,,0.0,,,1.0,0.0,0.28737454030029114
8327997,209.0,158.0,13.0,0.0,98.0,2.0,30.0,0.0,0.2875406600952052
8323714,380.0,218.0,25.0,1.0,73.0,4.0,120.0,0.0,0.2879248842753003
8323142,248.0,196.0,20.0,0.0,20.0,1.0,1.0,0.0,0.28792655789735516
8328086,359.0,242.0,22.0,0.0,79.0,6.0,400.0,0.0,0.2879344405021555
8329304,268.0,,,0.0,,,,0.0,0.2880072006126624
8327716,178.0,179.0,32.0,0.0,80.0,1.0,1.0,0.0,0.2880692524372683
8326144,340.0,295.0,59.0,0.0,105.0,1.0,400.0,0.0,0.2880886471871573
8327438,237.0,107.0,68.0,0.0,88.0,0.0,1.0,0.0,0.2882370345145398
8323235,314.0,98.0,,0.0,,,1.0,0.0,0.28837723553893446
8323094,239.0,228.0,7.0,1.0,83.0,5.0,1.0,0.0,0.28848966235352685
8325459,174.0,151.0,,0.0,,,1.0,0.0,0.2885024834262945
8326083,227.0,90.0,90.0,0.0,90.0,0.0,1.0,0.0,0.28853230032098465
8323339,216.0,181.0,34.0,0.0,64.0,0.0,1.0,0.0,0.28859017549671695
8330909,317.0,238.0,,0.0,,,400.0,0.0,0.2886534223381928
8322308,350.0,172.0,20.0,1.0,96.0,2.0,1.0,0.0,0.28879961419357936
8331305,184.0,182.0,51.0,0.0,51.0,1.0,1.0,0.0,0.2888009799745051
8326831,218.0,92.0,92.0,0.0,92.0,0.0,1.0,0.0,0.28886945210554277
8324879,340.0,259.0,83.0,0.0,114.0,1.0,400.0,0.0,0.2888773779842565
8324632,152.0,55.0,,0.0,,,1.0,0.0,0.28893563748855716
8328896,212.0,311.0,21.0,1.0,87.0,1.0,1.0,0.0,0.28904455156108544
8330034,199.0,166.0,,0.0,,,120.0,0.0,0.2891387242963442
8331069,320.0,287.0,70.0,0.0,114.0,1.0,400.0,0.0,0.28918363790635876
8323653,236.0,212.0,163.0,0.0,163.0,1.0,400.0,0.0,0.2892315300488033
8328840,354.0,55.0,55.0,0.0,55.0,0.0,1.0,0.0,0.2893456907534037
8329831,249.0,220.0,,0.0,,,1.0,0.0,0.28941365431876637
8322232,603.0,,,,,,,0.0,0.28942007351893023
8325065,157.0,133.0,,0.0,,,1.0,0.0,0.28948334695283157
8331310,339.0,99.0,,0.0,,,30.0,0.0,0.2895230162337579
8330060,188.0,190.0,44.0,0.0,44.0,1.0,1.0,0.0,0.28958559021120006
8327819,372.0,114.0,77.0,1.0,96.0,1.0,1.0,0.0,0.28980084165877606
8321863,281.0,249.0,2.0,1.0,69.0,3.0,1.0,0.0,0.28984130652489726
8322032,242.0,296.0,117.0,0.0,117.0,1.0,400.0,0.0,0.2902821427880751
8327593,165.0,163.0,37.0,0.0,93.0,1.0,1.0,0.0,0.2903302050104661
8330872,248.0,158.0,21.0,0.0,69.0,1.0,30.0,0.0,0.29036014205647676
8332622,355.0,146.0,146.0,0.0,146.0,1.0,400.0,0.0,0.2903712894973411
8326323,352.0,253.0,94.0,0.0,94.0,1.0,400.0,0.0,0.29042670211642146
8332593,199.0,105.0,,0.0,,,1.0,0.0,0.29050290162489234
8330285,317.0,547.0,16.0,1.0,65.0,1.0,400.0,0.0,0.29063735469698254
8324149,346.0,83.0,59.0,0.0,68.0,0.0,60.0,0.0,0.29084811798501464
8328619,297.0,369.0,2.0,2.0,51.0,5.0,1.0,0.0,0.2909139570532319
8324440,159.0,134.0,89.0,0.0,93.0,0.0,1.0,0.0,0.29095046084645354
8324318,269.0,133.0,32.0,0.0,86.0,1.0,60.0,0.0,0.29098328625436154
8328358,227.0,87.0,87.0,0.0,87.0,0.0,1.0,0.0,0.29100335542800926
8332657,203.0,115.0,58.0,0.0,87.0,1.0,1.0,0.0,0.29100389028493495
8332387,195.0,113.0,64.0,0.0,89.0,1.0,1.0,0.0,0.29112367578234377
8321780,209.0,192.0,93.0,1.0,128.0,1.0,1.0,0.0,0.29119572522428205
8332781,304.0,74.0,,0.0,,,1.0,0.0,0.2914142672749056
8322306,310.0,354.0,29.0,0.0,88.0,1.0,400.0,0.0,0.29149062614643906
8325422,145.0,128.0,86.0,0.0,91.0,1.0,1.0,0.0,0.29150209428609164
8332541,211.0,154.0,79.0,0.0,107.0,1.0,120.0,0.0,0.29168660994082274
8328323,222.0,,,,,,,0.0,0.29171464984976125
8332624,378.0,171.0,9.0,1.0,75.0,2.0,1.0,0.0,0.2917331731640075
8321809,149.0,107.0,107.0,0.0,107.0,0.0,1.0,0.0,0.2917376208429639
8328864,181.0,98.0,98.0,0.0,98.0,0.0,1.0,0.0,0.2920936374855213
8330835,288.0,224.0,,1.0,,,1.0,0.0,0.29212352012208953
8332695,261.0,87.0,,0.0,,,1.0,0.0,0.29247842164726773
8326397,335.0,327.0,,0.0,,,400.0,0.0,0.29254110587146565
8329658,223.0,185.0,,0.0,,,1.0,0.0,0.29277220635189943
8323718,158.0,125.0,85.0,0.0,100.0,0.0,1.0,0.0,0.2927833571654831
8322730,354.0,75.0,13.0,0.0,44.0,1.0,1.0,0.0,0.29284789599753075
8331786,235.0,227.0,47.0,1.0,92.0,2.0,1.0,0.0,0.2928997504554059
8323619,249.0,80.0,62.0,0.0,74.0,1.0,1.0,0.0,0.29294878981443595
8330647,304.0,136.0,53.0,1.0,102.0,4.0,30.0,0.0,0.2929662596421128
8324086,300.0,182.0,86.0,1.0,86.0,0.0,1.0,0.0,0.29299163138749285
8329681,196.0,213.0,123.0,1.0,123.0,0.0,30.0,0.0,0.29303742104621977
8321974,202.0,162.0,,0.0,,,1.0,0.0,0.29312784848037576
8332145,170.0,110.0,,0.0,,,1.0,0.0,0.2932143826474148
8321857,266.0,85.0,49.0,0.0,67.0,1.0,1.0,0.0,0.2933247844283529
8330684,296.0,,,,,,,0.0,0.2933819143493132
8331000,379.0,70.0,41.0,0.0,41.0,0.0,30.0,0.0,0.2933950446494465
8325903,75.0,,,0.0,,,,0.0,0.29339513149332486
8326104,170.0,150.0,74.0,0.0,74.0,0.0,1.0,0.0,0.2935345243186837
8328868,310.0,297.0,,0.0,,,400.0,0.0,0.29357699333754583
8323036,305.0,114.0,15.0,0.0,20.0,2.0,1.0,0.0,0.293578753998153
8322874,143.0,127.0,88.0,0.0,104.0,0.0,1.0,0.0,0.29362222780070507
8324516,204.0,221.0,,0.0,,,120.0,0.0,0.2936553607104022
8326640,227.0,96.0,76.0,0.0,83.0,2.0,60.0,0.0,0.29365557232375106
8326548,294.0,124.0,,0.0,,,1.0,0.0,0.29369130679515665
8324892,346.0,53.0,23.0,0.0,39.0,2.0,1.0,0.0,0.29374085660418436
8329481,301.0,97.0,19.0,0.0,55.0,1.0,1.0,0.0,0.2938436197338362
8322818,354.0,428.0,,1.0,,,400.0,0.0,0.2938998148886087
8324029,273.0,,,0.0,,,,0.0,0.2939345462115248
8332813,201.0,,,,,,,0.0,0.29401870855318374
8327528,108.0,,,0.0,,,,0.0,0.29415981739141595
8330802,250.0,7.0,,0.0,,,30.0,0.0,0.29422742131431845
8329535,22.0,,,0.0,,,,0.0,0.2942539158726229
8327297,151.0,151.0,,0.0,,,1.0,0.0,0.2942576788904236
8324483,146.0,110.0,86.0,0.0,98.0,1.0,1.0,0.0,0.2942715753628843
8331002,21.0,,,0.0,,,,0.0,0.2943728740405546
8330079,279.0,99.0,54.0,0.0,54.0,0.0,1.0,0.0,0.2944412637260123
8331304,195.0,119.0,,0.0,,,1.0,0.0,0.2944644650166923
8328179,224.0,113.0,,0.0,,,1.0,0.0,0.294523186041376
8332215,263.0,,,0.0,,,,0.0,0.2947007989485488
8329344,188.0,50.0,,0.0,,,1.0,0.0,0.2947311596423715
8328419,284.0,89.0,24.0,0.0,48.0,2.0,1.0,0.0,0.29481862279078835
8331887,344.0,,,0.0,,,,0.0,0.2949089973955484
8324326,193.0,121.0,70.0,0.0,83.0,0.0,1.0,0.0,0.294986912162364
8323649,288.0,97.0,,0.0,,,1.0,0.0,0.29508119115839593
8331218,241.0,75.0,,0.0,,,1.0,0.0,0.2951051520386156
8322797,317.0,132.0,11.0,0.0,11.0,1.0,1.0,0.0,0.29517104628061974
8328168,246.0,195.0,56.0,0.0,68.0,0.0,120.0,0.0,0.2954515178014008
8327876,157.0,153.0,46.0,0.0,82.0,1.0,1.0,0.0,0.29546140934150955
8323234,214.0,,,,,,,0.0,0.2955318332401002
8328321,212.0,106.0,75.0,0.0,75.0,0.0,1.0,0.0,0.295761819667245
8332468,205.0,178.0,10.0,0.0,53.0,1.0,1.0,0.0,0.2959216954746688
8332100,198.0,198.0,29.0,0.0,88.0,2.0,120.0,0.0,0.2959285653642836
8323809,381.0,119.0,24.0,1.0,75.0,4.0,30.0,0.0,0.29606353037713073
8330976,220.0,138.0,8.0,0.0,85.0,3.0,60.0,0.0,0.296185302550589
8331015,192.0,99.0,68.0,0.0,83.0,1.0,1.0,0.0,0.296226528066046
8328008,193.0,152.0,40.0,0.0,57.0,1.0,1.0,0.0,0.29638672334868155
8326465,232.0,120.0,15.0,0.0,62.0,2.0,1.0,0.0,0.29640256950527766
8327634,231.0,65.0,,0.0,,,1.0,0.0,0.29654691962514385
8323747,347.0,52.0,17.0,0.0,35.0,2.0,1.0,0.0,0.2965711581973897
8325901,199.0,119.0,,0.0,,,1.0,0.0,0.29666371410251574
8327423,301.0,133.0,103.0,1.0,103.0,0.0,1.0,0.0,0.29683881226112013
8330552,357.0,114.0,71.0,1.0,90.0,2.0,30.0,0.0,0.29685372386198217
8323371,219.0,108.0,60.0,0.0,78.0,0.0,1.0,0.0,0.2969430813591184
8326288,161.0,109.0,72.0,0.0,91.0,1.0,1.0,0.0,0.29703032148013303
8329252,321.0,131.0,21.0,0.0,60.0,2.0,120.0,0.0,0.29707675345082163
8331813,300.0,293.0,83.0,0.0,83.0,1.0,400.0,0.0,0.2970776827621872
8332155,237.0,77.0,77.0,0.0,77.0,0.0,1.0,0.0,0.29708639059795067
8331087,349.0,228.0,26.0,1.0,26.0,1.0,1.0,0.0,0.29713823592370836
8321988,147.0,109.0,97.0,0.0,97.0,0.0,1.0,0.0,0.2971884229512125
8326790,235.0,143.0,11.0,0.0,38.0,2.0,1.0,0.0,0.29722752534900543
8331934,192.0,82.0,82.0,0.0,82.0,1.0,1.0,0.0,0.29734711338866593
8326681,233.0,169.0,,0.0,,,1.0,0.0,0.2974062590876231
8331516,246.0,96.0,,0.0,,,1.0,0.0,0.29748382227037035
8324324,172.0,163.0,28.0,0.0,72.0,2.0,30.0,0.0,0.2975252688245557
8330792,347.0,55.0,13.0,0.0,32.0,2.0,1.0,0.0,0.2976920264678454
8324537,99.0,,,0.0,,,,0.0,0.297721276662755
8322960,246.0,82.0,,0.0,,,1.0,0.0,0.2977521159920442
8321924,,,,,,,,0.0,0.2977558482702645
8329428,249.0,66.0,66.0,0.0,66.0,1.0,1.0,0.0,0.2979623472941056
8322744,297.0,220.0,9.0,1.0,50.0,4.0,30.0,0.0,0.29806449650549477
8328019,166.0,158.0,,0.0,,,1.0,0.0,0.29825607580549424
8323136,174.0,54.0,,0.0,,,1.0,0.0,0.2986527937544459
8332486,325.0,51.0,,0.0,,,1.0,0.0,0.29877854908097323
8323971,314.0,83.0,29.0,0.0,51.0,0.0,1.0,0.0,0.29880098424088886
8327402,181.0,83.0,83.0,0.0,83.0,1.0,1.0,0.0,0.29897679780159425
8324091,377.0,187.0,67.0,0.0,115.0,2.0,400.0,0.0,0.2990034964613583
8330043,318.0,47.0,,0.0,,,1.0,0.0,0.2991100570927357
8324915,2.0,,,0.0,,,,0.0,0.2991581596380705
8332786,105.0,,,,,,,0.0,0.29924549005076523
8328881,202.0,105.0,43.0,0.0,63.0,2.0,1.0,0.0,0.29925115049127227
8324083,116.0,24.0,,0.0,,,1.0,0.0,0.29933063241802355
8328736,168.0,112.0,,0.0,,,1.0,0.0,0.2993817336229073
8325971,196.0,,,,,,,0.0,0.2994164850618178
8326126,194.0,129.0,52.0,0.0,79.0,2.0,60.0,0.0,0.29965625316845185
8328732,327.0,59.0,45.0,0.0,45.0,0.0,1.0,0.0,0.29981355675218446
8332268,311.0,69.0,7.0,0.0,25.0,3.0,1.0,0.0,0.29987680574659814
8332245,12.0,,,0.0,,,,1.0,0.30016869713992905
8328503,169.0,76.0,,0.0,,,1.0,0.0,0.30031938103912303
8323721,165.0,180.0,,0.0,,,1.0,0.0,0.30036085627339454
8327266,355.0,150.0,34.0,1.0,100.0,1.0,30.0,0.0,0.3003820386552883
8326139,273.0,269.0,,0.0,,,400.0,0.0,0.30040409309354404
8321781,195.0,113.0,,0.0,,,1.0,0.0,0.3004115363134533
8327780,213.0,202.0,,1.0,,,1.0,0.0,0.3007921935267746
8322211,124.0,96.0,96.0,0.0,96.0,1.0,1.0,0.0,0.300879988863061
8332436,186.0,180.0,29.0,0.0,29.0,1.0,1.0,0.0,0.3011439611193602
